time,P_gen_01_MW,P_gen_02_MW,P_gen_03_MW,P_gen_04_MW,P_gen_05_MW,P_gen_06_MW,P_gen_07_MW,P_gen_08_MW,P_gen_09_MW,P_gen_10_MW,Q_gen_01_Mvar,Q_gen_02_Mvar,Q_gen_03_Mvar,Q_gen_04_Mvar,Q_gen_05_Mvar,Q_gen_06_Mvar,Q_gen_07_Mvar,Q_gen_08_Mvar,Q_gen_09_Mvar,Q_gen_10_Mvar,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01_Hz,f_gen_02_Hz,f_gen_03_Hz,f_gen_04_Hz,f_gen_05_Hz,f_gen_06_Hz,f_gen_07_Hz,f_gen_08_Hz,f_gen_09_Hz,f_gen_10_Hz
1.00668376363216,254.013472327159,710.888869451103,684.667869761248,656.394705997935,517.508929450073,649.328452767047,528.333177789242,539.372050022356,823.245610325069,981.841215933556,182.459180850091,156.359740267383,140.869460357949,47.0285106285638,137.650384766739,224.380245680675,191.064533799986,15.3705136541542,45.4400882522863,232.073676560227,1.02597225581501,1.01803934228228,0.991689696071806,0.956268086206992,0.954203903460058,0.95485070200963,0.94858102630675,0.950164092308181,1.01846810088226,0.961349711145467,0.957964263322108,0.940946512054388,0.960078137369961,0.961385347192734,0.970027947076832,0.988302564227031,0.992400219672275,0.99070243896282,0.988216986056326,0.985171708390331,0.995038107474801,1.0206832032871,1.01942268855325,0.996558119958369,1.02663922467381,1.01707103292535,0.999641317309211,1.01776564026801,1.01913957855692,1.04858949719685,0.976685135992253,0.979890844656008,0.995127604142427,1.01010078352119,1.04745898612092,1.06194661164554,1.02600959195649,1.02479291580687,1.02958253541842,59.998987425146,59.998055032797,59.9982965133003,59.9994300523395,59.9999036928577,59.999548888181,59.9994985133769,59.9993619848606,59.9998312649339,59.9996818554226
1.00999112127115,253.372285562239,710.882804008863,684.668387627075,656.423625410805,517.527108994848,649.369173125272,528.361754578764,539.485762996834,823.304126229059,982.099342613992,182.547758736467,156.348121361446,140.860704870022,47.0377107610618,137.634999522724,224.387458033517,191.075753538593,15.3526246382902,45.4327673861765,232.04955179469,1.02597702573963,1.0180389195668,0.991684553445312,0.956259768598849,0.954195675584979,0.95484222085196,0.948573636005039,0.95015716003141,1.01846636969321,0.961339812951811,0.957954852363841,0.940937018843963,0.960068196660021,0.961375307149254,0.970015568705079,0.988289054811359,0.99238924876979,0.990693522250006,0.988200348716813,0.985153152491113,0.995023936837329,1.02066909482994,1.0194087482833,0.99654422921689,1.02664464326927,1.01706280818976,0.999631968426565,1.01774991537599,1.01912215354844,1.04860833964891,0.976673894554688,0.979879139266254,0.995112063574959,1.01007968832123,1.0474456184098,1.0619349608766,1.02600860373766,1.02477355873491,1.02958312462495,59.998612962445,59.9970915309458,59.9974512500317,59.9991414499961,59.9998543444144,59.9993194441964,59.9992444271955,59.999010636636,59.9997378904395,59.9995253719078
1.01476111548718,253.004073993772,710.832535964875,684.618996154244,656.431574229086,517.546978108692,649.396640697171,528.378226169757,539.543049810646,823.34642629178,982.305199247155,182.599168940603,156.335143474808,140.845577847205,47.0419542240855,137.614118784138,224.391403688309,191.080801512639,15.3427777204271,45.4265916955257,232.029103925482,1.02597965847622,1.01803693130229,0.991679735037896,0.956255191586531,0.954192552009444,0.954839122507974,0.948571202953031,0.950154977049794,1.0184666908524,0.961335232334663,0.957950788430468,0.940932631828279,0.960063318288987,0.961369464968915,0.970005451254864,0.988277042094127,0.992379230969081,0.990685377862596,0.98818398776706,0.98513411107892,0.995011281146748,1.02065627043134,1.01939597688339,0.996531868910536,1.02664553811878,1.01705364657667,0.999622482355596,1.0177347276154,1.01910559365376,1.04861794000364,0.976669904200563,0.979872951518567,0.995096223219348,1.01005713639792,1.04743322606711,1.06192325642127,1.02600600807489,1.02475541879002,1.02958366772587,59.9981159277773,59.9957052627076,59.9962346703017,59.9987229463323,59.9997805548405,59.9989850402534,59.998874961615,59.9984913232739,59.9995980008536,59.9992980257141
1.01953110970322,252.891612643068,710.752728894917,684.536407428342,656.424059988815,517.567674327904,649.412480802673,528.384642857312,539.549775172239,823.373509220751,982.449975620137,182.614300633081,156.32510770773,140.828921728155,47.0421966435669,137.592316557028,224.39210345683,191.080916798976,15.3400195997878,45.4218825772079,232.010332554942,1.02598070660725,1.01803440240013,0.991676627722638,0.956255442022224,0.954195369597669,0.9548422435398,0.948574465092052,0.950158245401721,1.01846934630507,0.961337034731728,0.957953053163444,0.94093436600386,0.960064589390465,0.961369037371927,0.969999471075161,0.988268697988977,0.992372114420374,0.990679741162553,0.988171006580061,0.985118235989587,0.99500232793026,1.02064695571459,1.01938664421915,0.996523237980069,1.02664335032444,1.01704552417558,0.999614822724086,1.01772232617139,1.01909221216072,1.04861861579979,0.976674402162226,0.979873844477219,0.995083301178926,1.01003753458788,1.04742398683579,1.06191397814664,1.02600303831507,1.02474089116813,1.02958430804262,59.9976394177308,59.9943266827526,59.9950247473261,59.998304464597,59.9997039749714,59.9986484279234,59.9985040012998,59.9979673013103,59.9994545213642,59.9990694252368
1.02736711362691,252.832403670892,710.578945184064,684.357147479689,656.404452490053,517.612237917018,649.440205976346,528.393873483408,539.532281670166,823.421849614999,982.69992714284,182.619428967261,156.313352062307,140.799780203895,47.041030347214,137.55193151985,224.390938899007,191.079185136545,15.3382833172157,45.4133436809614,231.966990911028,1.02598285772721,1.01803134848025,0.991674282029233,0.956262284341603,0.95420827102524,0.95485604002136,0.948587935974267,0.950171452572957,1.01847771423989,0.961348486692805,0.957965323459752,0.940945356586615,0.960074724630452,0.961375077178616,0.969993406202265,0.98825757272731,0.992362724754127,0.990672970905848,0.988151058100554,0.985092730144782,0.994989884883066,1.02063359354505,1.01937325908787,0.996511572167712,1.02663925318791,1.01703248008637,0.999603397759803,1.01770172355582,1.01906986895278,1.04861714334859,0.976693844427684,0.979884751822239,0.995063271564027,1.01000501368454,1.04741038059872,1.06190019239058,1.02599883152109,1.02471648257336,1.02958606354582,59.9968687740601,59.9920866258463,59.9930587742993,59.997619913202,59.9995707985975,59.9980918182062,59.9978930112235,59.9971077709211,59.9992124128365,59.9986915678241
1.03837233371181,252.797756112523,710.257668566908,684.029921933922,656.375142023808,517.700717003257,649.495397889891,528.414097064512,539.488461586263,823.515549568284,983.146487695502,182.614103625871,156.306020223979,140.756162467654,47.0396478012092,137.484645365447,224.38691159902,191.077012068115,15.3354153847848,45.397724002023,231.872281893156,1.02598852348721,1.01802963195392,0.991675872137511,0.956283058679639,0.954241121923677,0.954890870848093,0.948621447605703,0.950204155740994,1.01849719210945,0.961379403841748,0.957997594747012,0.940975008981076,0.960102901444119,0.961394939237111,0.969990057549177,0.9882446298051,0.99235222754326,0.990666970962038,0.988123025871531,0.985055095503976,0.99497429335335,1.02061612137778,1.01935584047284,0.996497643107361,1.02663496616892,1.01701363756897,0.999588224729348,1.01766918474589,1.01903416740324,1.04861482801052,0.97674288369522,0.979916635488698,0.995035175751348,1.00995550811271,1.0473920362546,1.06188204157239,1.02599476058869,1.02467700327964,1.02959022100692,59.9957960185427,59.9890081748895,59.9903564856981,59.9966658965196,59.9993626520441,59.997300380473,59.9970307121646,59.9959110812044,59.9988554474342,59.9981551413774
1.05258045393642,252.752281747678,709.719723770169,683.489046283441,656.340465736786,517.859123301032,649.597422448995,528.455952618132,539.415736408973,823.686033169446,983.909414292056,182.597533227091,156.311994341111,140.696142763602,47.0396225934387,137.38004524646,224.378830257727,191.076089022991,15.3285517072112,45.3707150222338,231.690497833866,1.02600103725768,1.01803231830677,0.991686042111107,0.956327795678072,0.954307241226925,0.954960708363626,0.948688248382264,0.950269228529804,1.0185350061935,0.961443070201038,0.958063377978741,0.941036055940855,0.960161564546144,0.96143868219658,0.969993551148743,0.988231608845802,0.99234261559617,0.990664705151918,0.988085952686798,0.985002613987102,0.994956495198938,1.02059495969311,1.01933490120469,0.996482947088573,1.02663320499122,1.01698827780031,0.99956976869144,1.01762021871334,1.01897973913634,1.04861498877865,0.976841265333625,0.979984358234424,0.99499824986005,1.00988431770378,1.04736898000468,1.06186014278157,1.02599295716017,1.02461601822902,1.02959850562609,59.9944219886377,59.9851853471736,59.9869979335803,59.9954468755176,59.9990433651507,59.9962548306019,59.9959058220983,59.9943918534073,59.9983539225872,59.9974497130277
1.06678857416102,252.702457636251,709.052622841449,682.824833704417,656.31092283088,518.063711066531,649.730158939188,528.514255245704,539.327244479122,823.908705060301,984.872378850425,182.570929212697,156.334988382886,140.63283768619,47.0414919946782,137.257064205994,224.367956604169,191.07690388124,15.3181356984068,45.3363463883955,231.44510584539,1.02601918284173,1.01804037989539,0.991705005726934,0.956391646071989,0.954398577330288,0.955056993045645,0.948780074641116,0.950358598242463,1.0185862782336,0.961532011956918,0.958154822431004,0.94112133066343,0.960243954648332,0.961501742908053,0.970005572951413,0.988222791572042,0.992337440621472,0.990668482345747,0.988048264725496,0.984946378226166,0.994941524767952,1.02057567549736,1.01931597612859,0.996472048497486,1.02663564052581,1.0169620606645,0.999552760468221,1.01756412214689,1.01891671655189,1.04861872732144,0.976976966162933,0.98008038042561,0.994960945736196,1.00980585486899,1.04734703604325,1.06184017727653,1.02599493836439,1.02454464499411,1.02960990413925,59.9930610967612,59.9815752709302,59.9838202865599,59.9942408138492,59.9986497513416,59.9951738056399,59.9947619735945,59.9929083167503,59.997791891404,59.9967259029101
1.08623131437853,252.626625110528,707.955664600831,681.74190260914,656.281596608628,518.408854737643,649.950778290186,528.616584925772,539.185472304675,824.287408985353,986.485150107761,182.519395475581,156.392360374839,140.542629694611,47.0466222496778,137.063136576387,224.349308188217,191.079628247083,15.2983870949747,45.2783929461273,231.015688098205,1.02605245762217,1.01805965187585,0.991744232315411,0.956507135962739,0.954560447134864,0.955227415585719,0.948942312114317,0.950516408169628,1.01867608896998,0.961690722710276,0.958317505444228,0.941273499505157,0.960391470466949,0.961616487808886,0.970035121881932,0.988217684853512,0.992337554609453,0.990683089807188,0.98799673234936,0.984865048811455,0.994926158215339,1.02055311295057,1.01929404157645,0.996463556734772,1.02664546458684,1.01692563124502,0.999532303208173,1.01747783400943,1.0188188464037,1.04862938347021,0.977217205812774,0.980253243458075,0.994910234383663,1.00968918239177,1.047319808316,1.06181648966669,1.02600342080988,1.0244327347413,1.02963007857861,59.9912226944906,59.9770618281261,59.9798313826226,59.9926073865015,59.997957131712,59.9936216041778,59.9931548904713,59.9909481948905,59.9968962318677,59.9956978888714
1.10567405459604,252.540216712991,706.679897808928,680.492242164735,656.267757049199,518.81613168919,650.202093870563,528.73906242494,539.026418823888,824.736821963957,988.399734402309,182.452309372032,156.477113190039,140.450623265393,47.0540991508484,136.845233964773,224.327241139679,191.082734725427,15.2727500874869,45.2094991143415,230.4920098909,1.02609444832788,1.01808761263745,0.991797193427129,0.95665082661808,0.954759062450613,0.955436334955072,0.949140966578932,0.95070957244852,1.01878542650686,0.961886328586201,0.958517611607796,0.941461056406504,0.960573701628645,0.961759808282865,0.970078476179876,0.988220502813726,0.992345699349067,0.990707834120108,0.987946366683322,0.984780687278567,0.994917113276887,1.02053570946743,1.0192773244992,0.996462531655496,1.02666218602611,1.01688949258704,0.999515497910222,1.01738314509321,1.01871052463911,1.04864596200141,0.977511720734598,0.980467503101057,0.99486092750985,1.00956482254453,1.04729682866501,1.06179742215661,1.02601792748812,1.02430778729751,1.02965484092022,59.9894152275855,59.9731228931644,59.9763232318209,59.9909876223111,59.997053831552,59.991972360524,59.9914892498052,59.9890798164452,59.995826455736,59.9946184806512
1.12511679481355,252.441674586143,705.270006766502,679.120543636374,656.271794011679,519.268788536942,650.466446585327,528.873930629221,538.858443457211,825.237838949561,990.565291235783,182.371762539655,156.584915800502,140.358792941835,47.0628315574334,136.610365457341,224.302400849374,191.08420219539,15.2417046123806,45.1315603483738,229.891095146786,1.02614390472657,1.01812330459283,0.991861972348558,0.956817393848793,0.954987074210676,0.955676008404108,0.949368720786317,0.950930992801588,1.01891037167809,0.962111485461917,0.958747667022535,0.941676983564862,0.960783816094817,0.961926365953694,0.970134081200151,0.988231221947822,0.992361651167333,0.9907418714909,0.987898723850593,0.984696006318014,0.994914984621656,1.02052443386462,1.01926668146836,0.996469145828542,1.02668512826487,1.01685500747685,0.999503010064958,1.01728361137096,1.01859580082752,1.04866789373087,0.977849416876622,0.980714890221915,0.994814412303672,1.00943681147883,1.04727934586069,1.06178353293946,1.02603769904735,1.02417440191536,1.02968334172128,59.9876430508239,59.9698349955089,59.9733565031132,59.9893734301124,59.9959098824632,59.9902176201423,59.989756727678,59.9873115962418,59.9945571168192,59.9934796343701
1.14455953503106,252.329606943882,703.774916093009,677.67517780811,656.29483048244,519.748618245727,650.725509262664,529.012494914409,538.690160850399,825.769349504401,992.925822713989,182.280145007524,156.710847034616,140.269202292468,47.071581474327,136.366170739513,224.275325610931,191.08196033735,15.20587269149,45.0468742694795,229.232160569778,1.02619939705053,1.01816558941911,0.991936327507874,0.957000805046934,0.955236201240597,0.95593771393417,0.949617335558634,0.951172677429755,1.01904651836228,0.962357907057654,0.958999244338768,0.941913361471903,0.961014097146612,0.962110099464524,0.970200038849654,0.988249627097358,0.992385000342339,0.990784121236814,0.987855340766148,0.984613794480182,0.994920200416818,1.02052010039022,1.01926282297704,0.99648338927958,1.02671345293637,1.01682356328722,0.999495437508706,1.01718305990921,1.01847905428677,1.04869448198186,0.9782177719229,0.980986056054869,0.994772044386455,1.0093093670433,1.04726844483161,1.0617752487307,1.02606184396268,1.02403758243615,1.0297146213012,59.985910989672,59.9672521156009,59.9709729886215,59.987755795234,59.9945051696804,59.9883565762639,59.9879535357865,59.9856468776552,59.9930713622649,59.9922748658706
1.16400227524857,252.203282579615,702.246485643062,676.206840568931,656.336567959547,520.236765767553,650.961442641931,529.145593608781,538.529909508035,826.309234892673,995.421730014695,182.179834536033,156.849371989067,140.183641666635,47.0789094994938,136.120537956194,224.246293931943,191.073915264267,15.1659360205769,44.9578632393461,228.535268840974,1.02625943574439,1.01821329300098,0.992017916486232,0.957194738138979,0.955497759380629,0.95621230198733,0.949878174692144,0.951426252822193,1.01918927313024,0.962616895707518,0.959263499933921,0.942161879944911,0.961256447825432,0.962304650903173,0.970274336319907,0.988275454752042,0.992415300394467,0.990833443072652,0.987817806698592,0.984536940776738,0.994933119803101,1.02052343370247,1.01926638381557,0.996505199590808,1.02674628587071,1.01679663515699,0.999493411546757,1.01708555051534,1.01836492966619,1.04872498862167,0.9786035814707,0.981271137520857,0.99473521215498,1.00918685947852,1.04726508326187,1.06177293052074,1.02608945345652,1.02390263530239,1.02974768296472,59.9842241999355,59.9654038961989,59.9691942907707,59.9861254702044,59.9928300404423,59.9863961004889,59.9860808106951,59.984083918764,59.9913615827466,59.9909993781939
