time,P_gen_01_MW,P_gen_02_MW,P_gen_03_MW,P_gen_04_MW,P_gen_05_MW,P_gen_06_MW,P_gen_07_MW,P_gen_08_MW,P_gen_09_MW,P_gen_10_MW,Q_gen_01_Mvar,Q_gen_02_Mvar,Q_gen_03_Mvar,Q_gen_04_Mvar,Q_gen_05_Mvar,Q_gen_06_Mvar,Q_gen_07_Mvar,Q_gen_08_Mvar,Q_gen_09_Mvar,Q_gen_10_Mvar,V_bus_01,V_bus_02,V_bus_03,V_bus_04,V_bus_05,V_bus_06,V_bus_07,V_bus_08,V_bus_09,V_bus_10,V_bus_11,V_bus_12,V_bus_13,V_bus_14,V_bus_15,V_bus_16,V_bus_17,V_bus_18,V_bus_19,V_bus_20,V_bus_21,V_bus_22,V_bus_23,V_bus_24,V_bus_25,V_bus_26,V_bus_27,V_bus_28,V_bus_29,V_bus_30,V_bus_31,V_bus_32,V_bus_33,V_bus_34,V_bus_35,V_bus_36,V_bus_37,V_bus_38,V_bus_39,f_gen_01_Hz,f_gen_02_Hz,f_gen_03_Hz,f_gen_04_Hz,f_gen_05_Hz,f_gen_06_Hz,f_gen_07_Hz,f_gen_08_Hz,f_gen_09_Hz,f_gen_10_Hz
2,247.35141493463,699.11625385382,672.46784155729,653.080952503059,517.0004799203,646.129472361282,525.642638980849,535.98684417776,821.975912189258,950.42663855699,178.515031698724,156.180773725585,138.262239916512,44.6481735819956,137.308132722165,221.895197122085,188.54631325011,13.8484619340116,43.6262920776794,226.718464233413,1.026895887619,1.02001605959224,0.994474152409983,0.960052259087571,0.958758580943408,0.959594967726217,0.953427698523411,0.954597733707802,1.02020718265478,0.965719810530731,0.962489070172373,0.945222762418784,0.964269891040739,0.965187129277749,0.97307809799801,0.99103629266127,0.99506917225459,0.993421333771199,0.990603039825601,0.987463325960337,0.997578487439441,1.02295895484943,1.02167572316761,0.999262982211415,1.02837930779208,1.01926594522151,1.00205335494462,1.01980197855002,1.02109177568129,1.04989983662171,0.981999771722346,0.984099751884226,0.997199804029003,1.01229987167226,1.0494000590332,1.06359995661502,1.02749982607087,1.026499795273,1.02999997185716,59.9999936921298,59.9999938062111,59.9999938334815,59.9999941467239,59.9999942418118,59.9999941376177,59.9999940808458,59.9999937652366,59.999994025394,59.999992960332
2.2,247.351431265765,699.116360108239,672.46796045956,653.081135553642,517.000681560332,646.129614809107,525.642761925773,535.986881125823,821.976046149785,950.424018328853,178.515281051768,156.180830394987,138.262349176317,44.648291652747,137.308036420257,221.895236560746,188.546409805444,13.848526899069,43.6263168502191,226.719167869225,1.02689578625151,1.02001593404641,0.994474012867981,0.96005211489944,0.958758433637607,0.959594819903179,0.953427551775246,0.954597587920056,1.02020708318977,0.965719667360735,0.962488924868577,0.94522262049162,0.96426974702905,0.965186981732338,0.973077938052128,0.991036125953476,0.995069014248445,0.993421182070216,0.990602861967223,0.98746313658695,0.997578321983285,1.02295879381389,1.02167556464056,0.99926281437774,1.02837921027865,1.01926580235997,1.00205320638692,1.01980181689637,1.02109161107914,1.0498997560605,0.981999631787583,0.984099627094968,0.997199641477258,1.01229966695216,1.04939990442916,1.06359982208598,1.0274997411507,1.02649963139838,1.02999993844551,59.9999945886261,59.999994805598,59.9999948195957,59.9999952128221,59.9999955916061,59.9999951475823,59.9999951609455,59.9999946919425,59.9999951887105,59.9999937057896
2.4,247.35144766312,699.116421365413,672.468006534906,653.081231901262,517.000881576364,646.129686986656,525.642868073589,535.986900107356,821.976204116091,950.422145091641,178.515473229921,156.180881835292,138.262438248951,44.648382384531,137.307943252521,221.895257345124,188.546484651052,13.848574434807,43.6263402586766,226.719656936336,1.02689571505016,1.02001584695754,0.994473916351697,0.960052018337818,0.958758336601657,0.959594722923735,0.953427454919689,0.954597491448718,1.0202070159533,0.965719574279225,0.96248883006148,0.945222527689715,0.964269652660636,0.96518688298538,0.973077826241786,0.991036007581275,0.995068902349486,0.993421075483793,0.990602731907088,0.987462994306067,0.99757820454066,1.02295867940702,1.02167545222216,0.999262695236265,1.02837914361818,1.01926569902122,1.00205309991178,1.01980169663542,1.02109148816335,1.0498997033632,0.981999543985096,0.984099550497293,0.997199523475169,1.01229950913983,1.04939979396095,1.06359972773672,1.02749968394468,1.02649950914615,1.02999991538594,59.9999954015919,59.9999953424621,59.9999953269599,59.9999955117525,59.9999957085155,59.9999955441368,59.9999955412766,59.999995397066,59.9999955775699,59.9999951237576
2.6,247.351498363382,699.116368086274,672.467915132131,653.08119351334,517.000822739546,646.129638886902,525.642837398793,535.9869082768,821.976147199456,950.422858099959,178.515441319992,156.180900932231,138.262440286925,44.6483534733156,137.307955901955,221.895170384863,188.546449237451,13.8485544805491,43.6263236741921,226.719444426139,1.02689574414759,1.0200158842734,0.994473956381277,0.960052066189932,0.958758389833273,0.959594777296904,0.953427507848169,0.954597543570982,1.02020704918533,0.965719627817132,0.962488883996291,0.945222579629343,0.964269704602354,0.965186931118403,0.973077865555207,0.99103604346932,0.995068939750561,0.993421114073725,0.99060276838842,0.987463032476639,0.997578233200049,1.02295869978895,1.02167547385003,0.999262729555817,1.02837917182983,1.01926573509273,1.00205313627408,1.01980173648525,1.02109152828113,1.04989973399887,0.981999606218227,0.984099607156298,0.997199556152363,1.01229954935401,1.04939980294148,1.06359974095224,1.02749970785109,1.02649954773487,1.0299999257229,59.9999960684372,59.9999958082603,59.9999957665566,59.9999956371055,59.9999953512056,59.999995713554,59.9999956743048,59.9999959629998,59.9999955770789,59.9999967126053
2.8,247.351463888285,699.116289459383,672.467795452992,653.081079956991,517.000589798968,646.129464498369,525.642716290028,535.986867611671,821.975911504125,950.42562329012,178.515220069578,156.180891696469,138.262380006703,44.6482413203823,137.308056910945,221.895006670031,188.546336213138,13.8484898399563,43.6262835495117,226.718675173207,1.02689585554692,1.02001602541939,0.994474107698507,0.960052225803315,0.958758556577462,0.959594945550451,0.953427673805735,0.954597707989882,1.02020715929215,0.965719792001675,0.962489050078707,0.945222741066193,0.964269867604706,0.965187092773157,0.973078026876543,0.99103620603619,0.995069100178532,0.993421271774617,0.990602942263135,0.987463219058024,0.997578383782889,1.02295883468474,1.02167560926988,0.999262890447059,1.02837928124292,1.01926589042436,1.00205329285189,1.01980191578374,1.02109171113915,1.04989983459633,0.981999777467285,0.984099762881371,0.99719971511537,1.01229975238093,1.04939991565293,1.06359984873106,1.02749980500125,1.02649972880083,1.02999996256246,59.9999966811003,59.9999965547167,59.9999964899878,59.9999961485497,59.9999957995401,59.9999962085846,59.9999962186992,59.9999965764125,59.9999960650585,59.9999977748436
3,247.351362268414,699.116274798673,672.467740153632,653.080964954594,517.000475138889,646.129297480807,525.642634563046,535.986805580693,821.975763144051,950.428051460392,178.515014131561,156.180888455779,138.262343180884,44.6481637030742,137.308140858375,221.894873617362,188.546256020128,13.8484442634424,43.6262665219839,226.717972461108,1.02689595954953,1.02001616197828,0.994474253415977,0.960052376018944,0.958758711127013,0.959595101304545,0.953427826994051,0.954597859605134,1.02020725966905,0.965719945806555,0.962489204995916,0.945222892130786,0.964270020628502,0.965187245528194,0.973078183053021,0.991036365102245,0.995069256453299,0.993421424638771,0.9906031125974,0.987463398137026,0.997578534292483,1.02295897342466,1.02167574871175,0.99926304878687,1.02837939185248,1.01926604318043,1.00205344619313,1.01980209158711,1.02109189094904,1.04989993376624,0.981999934599903,0.984099911082936,0.997199875469024,1.01229994416634,1.04940003614651,1.06359996749865,1.02749990816769,1.02649990937596,1.02999999652267,59.9999975110133,59.9999974866234,59.9999974269966,59.9999972410499,59.9999972255141,59.9999973049435,59.9999973114663,59.9999974557873,59.9999972615953,59.9999980526389
3.2,247.35140731082,699.116317478272,672.467755356188,653.081004490388,517.000574492707,646.129331803275,525.642670364619,535.986835861074,821.975840034865,950.428215062771,178.514987331057,156.180921308195,138.262385188904,44.6481977625678,137.308162111332,221.894845191618,188.546280686229,13.8484549433967,43.6263011857603,226.7178224257,1.02689598397367,1.02001620804588,0.994474304054839,0.960052428933266,0.958758764235097,0.959595155246028,0.953427877835093,0.954597909035898,1.02020728646019,0.965720003446798,0.962489261387195,0.94522294770626,0.964270077523744,0.965187300877744,0.97307823857366,0.991036421496877,0.995069311831889,0.993421478189679,0.990603176037735,0.987463461357661,0.997578588503117,1.02295902584524,1.0216758029888,0.999263105233997,1.0283794395102,1.01926610173419,1.00205350293789,1.01980215954712,1.02109196168287,1.04989997382277,0.981999995356337,0.984099976832839,0.997199943657216,1.01230000937572,1.04940008346433,1.06360002571891,1.02749995833822,1.02649998527458,1.03000000488793,59.9999984117563,59.999998297251,59.9999982863714,59.9999984970411,59.9999986473925,59.9999985395364,59.99999848509,59.9999983778078,59.9999984702529,59.999997937243
3.4,247.351615009701,699.116396642691,672.467838387,653.081214782473,517.000755957292,646.129535811946,525.642824311067,535.98695045898,821.97602526325,950.42655698441,178.515104666959,156.180978396613,138.26247925779,44.6483069010494,137.30815098921,221.894899821063,188.546384391624,13.8485042785897,43.6263715060624,226.718126016457,1.02689594328393,1.02001617935424,0.994474275155787,0.960052398992597,0.958758730700323,0.959595122066736,0.953427841525235,0.954597871626831,1.02020725180012,0.965719977532348,0.962489232654047,0.945222920696881,0.964270051194774,0.965187272726734,0.973078208819259,0.991036391275733,0.99506928302756,0.993421448847264,0.990603150820269,0.987463432522876,0.997578559868503,1.02295900236574,1.02167578187771,0.99926307513866,1.02837943307047,1.01926608506729,1.00205348100061,1.01980214551126,1.02109195011404,1.04989996410445,0.981999972555941,0.984099967442141,0.997199932628608,1.01229997771417,1.04940006533096,1.06360002651891,1.02749996065015,1.02649998234965,1.02999999212908,59.9999988290953,59.9999987497958,59.9999987673951,59.9999990543922,59.9999991818963,59.9999990807866,59.9999990581677,59.9999987918523,59.9999989299092,59.9999980433211
3.6,247.351734868425,699.116494622544,672.467944576737,653.081358039282,517.000883763246,646.12967224756,525.642973239454,535.987011414804,821.976129285986,950.425381006476,178.515186457658,156.181016240959,138.262547940625,44.6483854530317,137.308141956023,221.894944775001,188.546465648887,13.8485397028749,43.6264305331755,226.718336946518,1.0268959171259,1.02001616466687,0.994474258326477,0.960052377189028,0.958758704315752,0.959595095591403,0.953427813054829,0.954597842499943,1.02020722601446,0.965719956488612,0.962489209518172,0.945222899104287,0.964270030312245,0.965187251911445,0.973078189969671,0.991036373424267,0.995069267152792,0.993421432251605,0.990603136855606,0.987463415761262,0.997578543291599,1.02295898983655,1.02167577075411,0.999263057350447,1.02837943377862,1.01926608289873,1.00205347283269,1.01980215083797,1.02109195856434,1.04989996267938,0.981999950775706,0.984099957147436,0.997199928936762,1.01229995869548,1.04940005744473,1.06360003164904,1.0274999681713,1.02649999879455,1.02999998333974,59.9999986380461,59.9999987130473,59.9999986882626,59.9999986527496,59.9999987466522,59.9999987037552,59.9999987245426,59.999998609049,59.9999985772008,59.9999985729492
3.8,247.351669293372,699.116528609875,672.467950149004,653.081307719632,517.000879144066,646.129608462034,525.642952754922,535.986980522629,821.97607058112,950.426390742557,178.515099140043,156.181011801636,138.262537758828,44.6483657786203,137.308165694894,221.894902786204,188.546440751563,13.8485210461645,43.6264415981204,226.71802707402,1.02689596500594,1.02001623129402,0.994474327894453,0.96005244526204,0.958758772230655,0.959595163766342,0.953427879987134,0.95459790871845,1.0202072695132,0.965720024883153,0.962489278035973,0.945222966283001,0.964270098736444,0.965187321282808,0.973078263785741,0.991036449858591,0.995069342921466,0.993421505896307,0.990603217277919,0.987463497462727,0.997578617398769,1.02295906044035,1.02167584150966,0.999263133900263,1.02837949025866,1.01926616199297,1.00205354997344,1.01980224579925,1.02109205693563,1.04990001338443,0.982000016888811,0.984100023429486,0.997200007044146,1.01230004329389,1.04940012194963,1.06360009525031,1.02750002188789,1.02650010046315,1.02999999850664,59.9999983417564,59.9999983162347,59.999998251553,59.9999980007523,59.9999979121742,59.9999980354819,59.9999980150078,59.9999982991737,59.9999979929776,59.9999991260027
4,247.35159834779,699.116443451259,672.467824266018,653.081192499843,517.000735912125,646.129439832098,525.642807880909,535.98693948753,821.975920290664,950.428921475848,178.514886856392,156.180986655275,138.262470091451,44.6482766035317,137.308240701777,221.894791381368,188.546341682884,13.8484633709752,43.6264130866786,226.717329114737,1.02689606579737,1.02001635802899,0.994474465580119,0.960052590227171,0.958758922817539,0.959595315510349,0.953428029859015,0.95459805728496,1.02020736933611,0.965720173133825,0.962489427966718,0.945223112256906,0.964270246369647,0.965187468760816,0.973078414195089,0.991036602872841,0.99506949163821,0.99342165106793,0.990603378335712,0.98746366674044,0.997578764185423,1.02295919730862,1.0216759781439,0.999263286807357,1.0283795896749,1.01926630164122,1.00205369268475,1.0198024041818,1.0210922181569,1.04990010170616,0.98200016775538,0.984100161887844,0.997200156452905,1.01230022407836,1.0494002435105,1.06360020835547,1.02750011048951,1.026500260529,1.03000003186342,59.9999982909769,59.9999980351296,59.9999980036722,59.9999977938567,59.9999975036654,59.9999978137926,59.9999977912754,59.9999982005935,59.9999978075189,59.9999991461415
4.2,247.351625578353,699.116355756404,672.467733107432,653.081125141237,517.000596256136,646.129349986742,525.64274617881,535.98693142277,821.975834663593,950.430705355911,178.514726544545,156.180974495526,138.262422099983,44.6482126608029,137.308324067914,221.894709148163,188.546283593329,13.8484254328944,43.6263914286599,226.716812680243,1.02689613996347,1.02001645430203,0.994474572342252,0.96005270420544,0.958759041284802,0.959595435054669,0.953428147288489,0.954598173427453,1.02020744554709,0.965720290357684,0.962489546313862,0.94522322759972,0.964270363144853,0.965187585341465,0.973078533638775,0.991036724711847,0.995069608597725,0.993421764612862,0.990603512336683,0.987463810658141,0.997578880316866,1.02295930569628,1.02167608675109,0.999263408269145,1.02837966706448,1.01926640878079,1.00205380342646,1.01980252341582,1.02109233911497,1.04990016838843,0.982000289511678,0.984100272238362,0.997200282044129,1.01230038134115,1.04940034007144,1.06360030189172,1.02750018054603,1.02650038028322,1.03000005682327,59.9999983213272,59.9999981862314,59.9999981968356,59.9999980760728,59.9999979331248,59.9999981529279,59.9999981694453,59.9999982558165,59.999998133943,59.9999985176291
4.4,247.35166827778,699.116412618468,672.467810498511,653.081147572192,517.000636699185,646.129428207808,525.642820637989,535.986952227479,821.975904973814,950.430220202686,178.51475068476,156.180985156579,138.2624478897,44.6482479771156,137.308341799529,221.894729960103,188.546327301284,13.8484452095868,43.6264122872478,226.716897454599,1.02689613004498,1.02001645001408,0.994474568222775,0.960052696531421,0.958759030378783,0.959595423895217,0.953428135371807,0.95459816127944,1.02020743487216,0.965720281671533,0.962489536691514,0.945223218893242,0.964270355018498,0.965187578627467,0.973078531979235,0.991036725345611,0.995069607790088,0.993421762408864,0.990603521293442,0.987463821127891,0.997578881470367,1.02295930882057,1.02167609082055,0.999263409016498,1.02837966962673,1.01926640948012,1.00205380347692,1.019802524275,1.0210923405741,1.04990016796217,0.982000278261743,0.984100266506623,0.997200295918895,1.01230039445162,1.04940034501588,1.06360031464408,1.02750018722287,1.02650038418643,1.03000005333007,59.9999982288439,59.9999984190447,59.9999984219894,59.9999984752207,59.9999986609392,59.9999985293287,59.999998509071,59.9999982755665,59.999998500636,59.9999976942526
